DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/1/17,13:58,QUEENS,11419,40.68343,-73.82661,"(40.68343, -73.82661)",107 AVENUE                      ,115 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761557,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:00,BRONX,10472,40.825394,-73.883286,"(40.825394, -73.883286)",BRONX RIVER AVENUE              ,WATSON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761426,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:00,BROOKLYN,11223,40.599827,-73.96337,"(40.599827, -73.96337)",,,2012      EAST 8 STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3762162,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,14:00,BROOKLYN,11228,40.616936,-74.02372,"(40.616936, -74.02372)",90 STREET                       ,BATTERY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3762369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:00,BROOKLYN,11232,40.653362,-74.0089,"(40.653362, -74.0089)",3 AVENUE                        ,40 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761033,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,14:00,BROOKLYN,11233,40.685497,-73.91771,"(40.685497, -73.91771)",HALSEY STREET                   ,SARATOGA AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3762096,PASSENGER VEHICLE,,,,
10/1/17,14:00,QUEENS,11358,40.758526,-73.80141,"(40.758526, -73.80141)",165 STREET                      ,43 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:00,QUEENS,11367,40.73406,-73.82533,"(40.73406, -73.82533)",MELBOURNE AVENUE                ,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761010,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,14:00,QUEENS,11373,40.74474,-73.87598,"(40.74474, -73.87598)",,,42-15     GLEANE STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3761078,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:00,,,40.802807,-73.93582,"(40.802807, -73.93582)",EAST 124 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:00,MANHATTAN,10022,40.759,-73.97054,"(40.759, -73.97054)",EAST 54 STREET                  ,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,3761640,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,14:00,,,40.66019,-73.90328,"(40.66019, -73.90328)",NEWPORT STREET                  ,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3764263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:05,MANHATTAN,10036,40.757656,-73.99079,"(40.757656, -73.99079)",,,329       WEST 42 STREET                ,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3765201,PASSENGER VEHICLE,,,,
10/1/17,14:08,,,40.713585,-74.00504,"(40.713585, -74.00504)",CHAMBERS STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3762846,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:09,,,40.68457,-73.72632,"(40.68457, -73.72632)",CROSS ISLAND PARKWAY            ,LAURELTON PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761167,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:10,,,40.80119,-73.93003,"(40.80119, -73.93003)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3761022,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/1/17,14:15,MANHATTAN,10023,40.770145,-73.98041,"(40.770145, -73.98041)",,,25        CENTRAL PARK WEST             ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3762872,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:15,MANHATTAN,10036,40.75802,-73.98574,"(40.75802, -73.98574)",,,1535      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761632,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:15,,,40.881958,-73.816605,"(40.881958, -73.816605)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761020,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:20,QUEENS,11369,40.770332,-73.87608,"(40.770332, -73.87608)",DITMARS BOULEVARD               ,94 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3760720,,,,,
10/1/17,14:20,,,40.685875,-73.87749,"(40.685875, -73.87749)",ETNA STREET                     ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3760979,PASSENGER VEHICLE,,,,
10/1/17,14:20,MANHATTAN,10016,40.74616,-73.97913,"(40.74616, -73.97913)",,,155       EAST 34 STREET                ,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3760977,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:20,MANHATTAN,10031,40.827057,-73.95202,"(40.827057, -73.95202)",WEST 145 STREET                 ,RIVERSIDE DRIVE,,1,0,0,0,1,0,0,0,Obstruction/Debris,,,,,3766524,BICYCLE,,,,
10/1/17,14:20,,,40.781784,-73.96227,"(40.781784, -73.96227)",,,71        EAST DRIVE                    ,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,3761387,BICYCLE,BICYCLE,,,
10/1/17,14:22,,,40.60915,-74.14987,"(40.60915, -74.14987)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3762252,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:23,MANHATTAN,10001,,,,7 avenue                        ,32 street,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,,,,3760609,SPORT UTILITY / STATION WAGON,,,,
10/1/17,14:25,MANHATTAN,10001,40.74782,-73.99665,"(40.74782, -73.99665)",WEST 27 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3763726,PASSENGER VEHICLE,TAXI,,,
10/1/17,14:30,BRONX,10465,40.87831,-73.870155,"(40.87831, -73.870155)",EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761563,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:30,BRONX,10474,40.81436,-73.887405,"(40.81436, -73.887405)",COSTER STREET                   ,SPOFFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3760656,PASSENGER VEHICLE,,,,
10/1/17,14:30,BROOKLYN,11215,40.663822,-73.98746,"(40.663822, -73.98746)",16 STREET                       ,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761032,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:30,MANHATTAN,10026,40.80343,-73.95512,"(40.80343, -73.95512)",,,283       WEST 115 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3760631,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,14:30,,,40.642887,-74.02338,"(40.642887, -74.02338)",61 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3761029,PASSENGER VEHICLE,,,,
10/1/17,14:30,QUEENS,11379,,,,woodhaven blvd                  ,64 ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3761647,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
10/1/17,14:30,,,40.753304,-73.912575,"(40.753304, -73.912575)",NORTHERN BOULEVARD              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3761913,SPORT UTILITY / STATION WAGON,TAXI,,,
10/1/17,14:35,BROOKLYN,11219,40.62764,-73.99657,"(40.62764, -73.99657)",60 STREET                       ,NEW UTRECHT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761949,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:35,BROOKLYN,11230,40.625175,-73.9614,"(40.625175, -73.9614)",EAST 15 STREET                  ,AVENUE J,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3760602,PICK-UP TRUCK,,,,
10/1/17,14:35,,,40.72813,-73.80206,"(40.72813, -73.80206)",73 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761011,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:35,,,40.547836,-74.22037,"(40.547836, -74.22037)",BLOOMINGDALE ROAD               ,VETERANS ROAD EAST,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3760685,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:40,BROOKLYN,11223,40.603138,-73.9724,"(40.603138, -73.9724)",,,2028      MC DONALD AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761240,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/1/17,14:45,BRONX,10459,40.818893,-73.89229,"(40.818893, -73.89229)",BRUCKNER BOULEVARD              ,BARRETTO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3760657,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:45,MANHATTAN,10013,40.723804,-74.00474,"(40.723804, -74.00474)",,,117       AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3762403,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,14:45,,,40.813583,-73.91082,"(40.813583, -73.91082)",EAST 149 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761500,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:50,MANHATTAN,10002,40.715046,-73.992386,"(40.715046, -73.992386)",ALLEN STREET                    ,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3762866,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,14:50,MANHATTAN,10023,40.777973,-73.98216,"(40.777973, -73.98216)",AMSTERDAM AVENUE                ,WEST 71 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,14:55,BROOKLYN,11207,40.653282,-73.886696,"(40.653282, -73.886696)",,,1118      PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3762084,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:00,BROOKLYN,11236,40.638092,-73.914825,"(40.638092, -73.914825)",,,671       EAST 81 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3762137,TAXI,,,,
10/1/17,15:00,MANHATTAN,10016,40.747845,-73.980804,"(40.747845, -73.980804)",,,20        PARK AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3761034,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/1/17,15:00,QUEENS,11373,40.735516,-73.87584,"(40.735516, -73.87584)",,,87-11     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761072,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:00,QUEENS,11420,40.677654,-73.82866,"(40.677654, -73.82866)",,,110-00    ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761586,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/1/17,15:00,QUEENS,11434,40.687965,-73.78208,"(40.687965, -73.78208)",,,115-13    166 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3762757,PASSENGER VEHICLE,,,,
10/1/17,15:00,BROOKLYN,11230,40.62893,-73.971375,"(40.62893, -73.971375)",AVENUE H                        ,OCEAN PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3762561,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,15:00,QUEENS,11432,40.708447,-73.79915,"(40.708447, -73.79915)",,,88-11     163 STREET                    ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3761519,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:00,,,40.87356,-73.81853,"(40.87356, -73.81853)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3761019,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:00,,,40.8252,-73.867714,"(40.8252, -73.867714)",BRUCKNER BOULEVARD              ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3761461,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:05,BROOKLYN,11233,40.68488,-73.92311,"(40.68488, -73.92311)",RALPH AVENUE                    ,HALSEY STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3764482,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:06,QUEENS,11372,40.746647,-73.89326,"(40.746647, -73.89326)",,,72-22     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3763924,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:10,,,40.717033,-73.8221,"(40.717033, -73.8221)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3763818,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:15,,,40.729435,-73.985985,"(40.729435, -73.985985)",EAST 10 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3761198,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:15,MANHATTAN,10023,40.768433,-73.98166,"(40.768433, -73.98166)",COLUMBUS CIRCLE                 ,CENTRAL PARK WEST,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3761502,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:20,,,40.69015,-73.99864,"(40.69015, -73.99864)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3762191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,15:20,,,40.741234,-73.84573,"(40.741234, -73.84573)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761079,SPORT UTILITY / STATION WAGON,TAXI,,,
10/1/17,15:20,,,40.69468,-73.852554,"(40.69468, -73.852554)",WOODHAVEN BOULEVARD             ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3762939,,,,,
10/1/17,15:20,BROOKLYN,11233,40.676933,-73.92011,"(40.676933, -73.92011)",ATLANTIC AVENUE                 ,BANCROFT PLACE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3764495,PASSENGER VEHICLE,,,,
10/1/17,15:25,BRONX,10465,40.82148,-73.82744,"(40.82148, -73.82744)",,,2705      SCHLEY AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3761193,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/1/17,15:25,,,40.74288,-73.951164,"(40.74288, -73.951164)",49 AVENUE                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3760801,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:25,,,40.729652,-74.00221,"(40.729652, -74.00221)",AVENUE OF THE AMERICAS          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761427,TAXI,PASSENGER VEHICLE,,,
10/1/17,15:25,,,40.591686,-73.94021,"(40.591686, -73.94021)",NOSTRAND AVENUE                 ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3761741,PASSENGER VEHICLE,BICYCLE,,,
10/1/17,15:27,BROOKLYN,11235,40.58116,-73.94482,"(40.58116, -73.94482)",,,1020      SHORE BOULEVARD               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761352,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:29,,,40.608757,-74.038086,"(40.608757, -74.038086)",,,,5,0,0,0,0,0,5,0,Following Too Closely,Unspecified,Unspecified,,,3762367,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/1/17,15:30,BROOKLYN,11203,40.653324,-73.93829,"(40.653324, -73.93829)",LINDEN BOULEVARD                ,EAST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761232,PASSENGER VEHICLE,,,,
10/1/17,15:30,BROOKLYN,11207,40.677525,-73.89508,"(40.677525, -73.89508)",,,2696      FULTON STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3761025,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:30,BROOKLYN,11224,40.57946,-73.98542,"(40.57946, -73.98542)",,,3119      CROPSEY AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761450,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:30,MANHATTAN,10023,40.776104,-73.97975,"(40.776104, -73.97975)",COLUMBUS AVENUE                 ,WEST 70 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3761536,,,,,
10/1/17,15:30,QUEENS,11361,40.761124,-73.763725,"(40.761124, -73.763725)",,,218-01    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3764543,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:30,QUEENS,11433,40.69879,-73.80018,"(40.69879, -73.80018)",,,156-01    LIBERTY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761026,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:30,,,40.65823,-74.00035,"(40.65823, -74.00035)",29 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761031,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:30,,,,,,CROSS BAY BOULEVARD             ,belt parkway,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3760690,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/1/17,15:30,,,40.81328,-73.89749,"(40.81328, -73.89749)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3760658,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:35,BROOKLYN,11205,40.696564,-73.96948,"(40.696564, -73.96948)",,,45        CLINTON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3761066,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:40,BROOKLYN,11249,40.703842,-73.9633,"(40.703842, -73.9633)",,,90        ROSS STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761343,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:40,,,40.840836,-73.87258,"(40.840836, -73.87258)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3761024,MOTORCYCLE,PASSENGER VEHICLE,,,
10/1/17,15:41,BRONX,10465,40.825924,-73.8399,"(40.825924, -73.8399)",,,905       BRUSH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3763168,PASSENGER VEHICLE,,,,
10/1/17,15:44,BRONX,10466,40.894188,-73.84414,"(40.894188, -73.84414)",,,4150      BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3763253,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,15:50,MANHATTAN,10019,40.76286,-73.98941,"(40.76286, -73.98941)",9 AVENUE                        ,WEST 49 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3762178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,15:50,QUEENS,11436,40.67354,-73.79228,"(40.67354, -73.79228)",,,145-44    ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3760996,SPORT UTILITY / STATION WAGON,,,,
10/1/17,15:50,STATEN ISLAND,10314,40.593796,-74.135445,"(40.593796, -74.135445)",,,460       BRIELLE AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3762001,PASSENGER VEHICLE,,,,
10/1/17,15:50,,,40.737545,-74.00484,"(40.737545, -74.00484)",WEST 12 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761432,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/1/17,15:50,BROOKLYN,11228,40.618973,-74.00523,"(40.618973, -74.00523)",14 AVENUE                       ,BAY RIDGE PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761242,BICYCLE,PASSENGER VEHICLE,,,
10/1/17,16:00,BROOKLYN,11203,40.641582,-73.94567,"(40.641582, -73.94567)",,,1295      NEW YORK AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3762288,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:00,MANHATTAN,10003,40.733524,-73.989876,"(40.733524, -73.989876)",EAST 13 STREET                  ,4 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3761189,TAXI,TAXI,,,
10/1/17,16:00,MANHATTAN,10029,40.79423,-73.94695,"(40.79423, -73.94695)",PARK AVENUE                     ,EAST 108 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3763014,PASSENGER VEHICLE,,,,
10/1/17,16:00,QUEENS,11414,40.666214,-73.85116,"(40.666214, -73.85116)",,,82-37     153 AVENUE                    ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3761205,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:00,QUEENS,11433,40.701786,-73.78547,"(40.701786, -73.78547)",,,105-19    171 PLACE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761027,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:00,,,40.74047,-73.99829,"(40.74047, -73.99829)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,,,,,,3763716,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:00,,,40.62715,-74.16544,"(40.62715, -74.16544)",FOREST AVENUE                   ,GRANDVIEW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3762274,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:00,,,40.80638,-73.93594,"(40.80638, -73.93594)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3761060,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:00,,,,,,N Conduit Ave                   ,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3760688,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:00,,,40.750443,-73.96599,"(40.750443, -73.96599)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761005,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:03,,,40.676292,-73.909996,"(40.676292, -73.909996)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3761030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:04,,,40.638527,-73.87853,"(40.638527, -73.87853)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3763089,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:05,MANHATTAN,10018,40.75177,-73.984634,"(40.75177, -73.984634)",,,63        WEST 38 STREET                ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3760998,PASSENGER VEHICLE,MOTORCYCLE,,,
10/1/17,16:10,QUEENS,11373,40.74664,-73.891396,"(40.74664, -73.891396)",BROADWAY                        ,74 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Passing or Lane Usage Improper,,,,3763912,SPORT UTILITY / STATION WAGON,,,,
10/1/17,16:10,STATEN ISLAND,10312,40.543766,-74.16345,"(40.543766, -74.16345)",AMBOY ROAD                      ,PUTNAM STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3761250,PASSENGER VEHICLE,,,,
10/1/17,16:10,,,40.87656,-73.90436,"(40.87656, -73.90436)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3761069,PASSENGER VEHICLE,,,,
10/1/17,16:10,QUEENS,11433,40.688435,-73.78765,"(40.688435, -73.78765)",LINDEN BOULEVARD                ,BEDELL STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3761300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/1/17,16:15,MANHATTAN,10036,40.75734,-73.98602,"(40.75734, -73.98602)",7 AVENUE                        ,WEST 44 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3765144,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/1/17,16:15,STATEN ISLAND,10306,40.57543,-74.10476,"(40.57543, -74.10476)",,,2270      HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3761256,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
